organization_name,organization_type,ticker_symbol,city,state,fortune_rank,industry_sector,estimated_min_sponsorship,estimated_max_sponsorship,estimated_typical_sponsorship,sponsorship_likelihood_score,arts_education_potential,email,website,mission,data_source,created_at,geographic_priority
Dynamic Cable Inc.,corporation,DYCA,Albuquerque,NM,644,Telecommunications,4284,249900,22940,30,High,partnerships@dynamiccable.com,https://www.dynamiccable.com,Bridging distances and connecting people while investing in programs that strengthen community bonds.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687263,Medium
Professional Connect LLC,corporation,PRCO,Murfreesboro,TN,645,Telecommunications,4272,249200,22812,33,High,marketing@professionalcon.com,https://www.professionalcon.com,Bridging distances and connecting people while investing in programs that strengthen community bonds.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687275,Medium
Strategic Wireless Group,corporation,STWI,Charleston,WV,646,Telecommunications,4260,248500,22684,29,High,community@strategicwirele.com,https://www.strategicwirele.com,Bridging distances and connecting people while investing in programs that strengthen community bonds.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687287,Medium
Premier Connect Enterprises,corporation,PRCO,Springfield,MA,647,Telecommunications,4248,247800,22556,32,High,marketing@premierconnect.com,https://www.premierconnect.com,Connecting communities through advanced communication technologies while supporting education and cultural initiatives.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687298,High
Strategic Mobile Corporation,corporation,STMO,Waterloo,IA,648,Telecommunications,4236,247100,22429,36,High,marketing@strategicmobile.com,https://www.strategicmobile.com,Connecting communities through advanced communication technologies while supporting education and cultural initiatives.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687308,Medium
Elite Network Corporation,corporation,ELNE,Moore,OK,649,Telecommunications,4224,246400,22302,31,High,giving@elitenetwork.com,https://www.elitenetwork.com,Connecting communities through advanced communication technologies while supporting education and cultural initiatives.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687318,Medium
Superior Communications Enterprises,corporation,SUCO,Sandy Springs,GA,650,Telecommunications,4212,245699,22176,31,High,relations@superiorcommuni.com,https://www.superiorcommuni.com,Enabling communication and collaboration while supporting community development and educational advancement.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687331,Medium
Superior Mobile LLC,corporation,SUMO,Stamford,CT,651,Telecommunications,4200,244999,22050,36,High,relations@superiormobile.com,https://www.superiormobile.com,Enabling communication and collaboration while supporting community development and educational advancement.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687406,Medium
Premier Cable Holdings,corporation,PRCA,South Portland,ME,652,Telecommunications,4188,244299,21924,33,High,giving@premiercable.com,https://www.premiercable.com,Connecting communities through advanced communication technologies while supporting education and cultural initiatives.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687416,Medium
Elite Media Holdings,corporation,ELME,Columbus,GA,653,Telecommunications,4176,243599,21798,27,High,marketing@elitemedia.com,https://www.elitemedia.com,Enabling communication and collaboration while supporting community development and educational advancement.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687426,Medium
Premier Wireless LLC,corporation,PRWI,Scottsdale,AZ,654,Telecommunications,4164,242899,21673,31,High,marketing@premierwireless.com,https://www.premierwireless.com,Connecting communities through advanced communication technologies while supporting education and cultural initiatives.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687437,Medium
Dynamic Network Company,corporation,DYNE,Independence,MO,655,Telecommunications,4152,242199,21548,27,High,marketing@dynamicnetwork.com,https://www.dynamicnetwork.com,Enabling communication and collaboration while supporting community development and educational advancement.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687449,Medium
Superior Telecom Enterprises,corporation,SUTE,Salem,OR,656,Telecommunications,4140,241499,21424,27,High,marketing@superiortelecom.com,https://www.superiortelecom.com,Connecting communities through advanced communication technologies while supporting education and cultural initiatives.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687459,Medium
Elite Network Group,corporation,ELNE,Rutland,VT,657,Telecommunications,4128,240799,21300,28,High,marketing@elitenetwork.com,https://www.elitenetwork.com,Connecting communities through advanced communication technologies while supporting education and cultural initiatives.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687468,Medium
Strategic Media Systems,corporation,STME,Durham,NC,658,Telecommunications,4116,240100,21176,28,High,partnerships@strategicmedia.com,https://www.strategicmedia.com,Connecting communities through advanced communication technologies while supporting education and cultural initiatives.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687478,Medium
Advanced Network Enterprises,corporation,ADNE,Ann Arbor,MI,659,Telecommunications,4104,239400,21053,32,High,giving@advancednetwork.com,https://www.advancednetwork.com,Connecting communities through advanced communication technologies while supporting education and cultural initiatives.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687488,Medium
Advanced Cable Holdings,corporation,ADCA,Hialeah,FL,660,Telecommunications,4092,238700,20930,27,High,community@advancedcable.com,https://www.advancedcable.com,Enabling communication and collaboration while supporting community development and educational advancement.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687499,High
Advanced Aviation Holdings,corporation,ADAV,Juneau,AK,661,Transportation,2380,153000,8092,24,Medium,community@advancedaviatio.com,https://www.advancedaviatio.com,Facilitating commerce and travel while building stronger communities through strategic partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687763,Medium
Superior Freight Group,corporation,SUFR,Beckley,WV,662,Transportation,2373,152550,8044,25,Medium,relations@superiorfreight.com,https://www.superiorfreight.com,Connecting communities through reliable transportation while investing in local initiatives and cultural programs.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687787,Medium
Elite Rail Holdings,corporation,ELRA,Cranston,RI,663,Transportation,2366,152100,7997,26,Medium,community@eliterail.com,https://www.eliterail.com,Moving people and goods efficiently while supporting community development and educational opportunities.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687802,Medium
Elite Shipping Holdings,corporation,ELSH,Kaneohe,HI,664,Transportation,2359,151650,7949,24,Medium,partnerships@eliteshipping.com,https://www.eliteshipping.com,Facilitating commerce and travel while building stronger communities through strategic partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687815,Medium
Premier Express Inc.,corporation,PREX,Lexington,KY,665,Transportation,2352,151200,7902,22,Medium,community@premierexpress.com,https://www.premierexpress.com,Facilitating commerce and travel while building stronger communities through strategic partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687829,Medium
Dynamic Express Systems,corporation,DYEX,Rochester,MN,666,Transportation,2345,150750,7855,26,Medium,community@dynamicexpress.com,https://www.dynamicexpress.com,Facilitating commerce and travel while building stronger communities through strategic partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687841,Medium
Innovative Logistics Group,corporation,INLO,Merrimack,NH,667,Transportation,2338,150300,7808,21,Medium,community@innovativelogis.com,https://www.innovativelogis.com,Connecting communities through reliable transportation while investing in local initiatives and cultural programs.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687854,Medium
Superior Freight Company,corporation,SUFR,Springdale,AR,668,Transportation,2331,149850,7762,21,Medium,giving@superiorfreight.com,https://www.superiorfreight.com,Facilitating commerce and travel while building stronger communities through strategic partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687868,Medium
Dynamic Rail Company,corporation,DYRA,Aurora,IL,669,Transportation,2324,149400,7715,24,Medium,partnerships@dynamicrail.com,https://www.dynamicrail.com,Moving people and goods efficiently while supporting community development and educational opportunities.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687885,High
Professional Rail LLC,corporation,PRRA,Edmond,OK,670,Transportation,2317,148950,7669,22,Medium,marketing@professionalrai.com,https://www.professionalrai.com,Moving people and goods efficiently while supporting community development and educational opportunities.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687897,Medium
Professional Rail LLC,corporation,PRRA,North Las Vegas,NV,671,Transportation,2310,148500,7623,18,Medium,partnerships@professionalrai.com,https://www.professionalrai.com,Moving people and goods efficiently while supporting community development and educational opportunities.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687907,Medium
Dynamic Rail Corporation,corporation,DYRA,Erie,PA,672,Transportation,2303,148050,7576,26,Medium,community@dynamicrail.com,https://www.dynamicrail.com,Facilitating commerce and travel while building stronger communities through strategic partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687918,Medium
Advanced Express Systems,corporation,ADEX,Oklahoma City,OK,673,Transportation,2296,147600,7530,20,Medium,partnerships@advancedexpress.com,https://www.advancedexpress.com,Facilitating commerce and travel while building stronger communities through strategic partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687929,Medium
Strategic Rail Company,corporation,STRA,Raleigh,NC,674,Transportation,2289,147150,7485,19,Medium,partnerships@strategicrail.com,https://www.strategicrail.com,Facilitating commerce and travel while building stronger communities through strategic partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687946,Medium
Advanced Freight Systems,corporation,ADFR,Baton Rouge,LA,675,Transportation,2282,146700,7439,26,Medium,partnerships@advancedfreight.com,https://www.advancedfreight.com,Connecting communities through reliable transportation while investing in local initiatives and cultural programs.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687956,Medium
Professional Freight LLC,corporation,PRFR,Sanford,ME,676,Transportation,2275,146250,7393,25,Medium,giving@professionalfre.com,https://www.professionalfre.com,Moving people and goods efficiently while supporting community development and educational opportunities.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687967,Medium
Strategic Transport Group,corporation,STTR,Tallahassee,FL,677,Transportation,2268,145800,7348,21,Medium,marketing@strategictransp.com,https://www.strategictransp.com,Connecting communities through reliable transportation while investing in local initiatives and cultural programs.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687977,High
Premier Logistics Company,corporation,PRLO,Eugene,OR,678,Transportation,2261,145350,7303,27,Medium,giving@premierlogistic.com,https://www.premierlogistic.com,Facilitating commerce and travel while building stronger communities through strategic partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687988,Medium
Advanced Express LLC,corporation,ADEX,Ogden,UT,679,Transportation,2254,144900,7257,17,Medium,partnerships@advancedexpress.com,https://www.advancedexpress.com,Moving people and goods efficiently while supporting community development and educational opportunities.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.687998,Medium
